0 0 -4,172325E-07 0

20 -5,476063E-11 -0,0002236962 4,456979E-09
37820 -33,73435 0,004013568 129,2116

37840 -33,77345 0,004013628 128,8375

37860 -33,81265 0,004013687 128,4624

37880 -33,85194 0,004013747 128,0865

37900 -33,89134 0,004013807 127,7095

37920 -33,93083 0,004013807 127,3316

37940 -33,97042 0,004013866 126,9528

37960 -34,01012 0,004013866 126,573

37980 -34,04991 0,004013866 126,1923

38000 -34,0898 0,004013866 125,8106

38020 -34,12979 0,004013926 125,428

38040 -34,16987 0,004013985 125,0445

38060 -34,21005 0,004013985 124,66

38080 -34,25034 0,004014045 124,2746

38100 -34,29072 0,004014105 123,8882

38120 -34,3312 0,004014105 123,5008

38140 -34,37178 0,004014164 123,1126

38160 -34,41246 0,004014164 122,7234

38180 -34,45324 0,004014164 122,3332

38200 -34,49411 0,004014224 121,9421

38220 -34,53509 0,004014224 121,55

38240 -34,57616 0,004014283 121,1571

38260 -34,61733 0,004014343 120,7631

38280 -34,6586 0,004014343 120,3682

38300 -34,69997 0,004014403 119,9724

38320 -34,74144 0,004014403 119,5756

38340 -34,78301 0,004014462 119,1779

38360 -34,82467 0,004014462 118,7793

38380 -34,86644 0,004014522 118,3797

38400 -34,9083 0,004014581 117,9791

38420 -34,95026 0,004014581 117,5777

38440 -34,99232 0,004014581 117,1752

38460 -35,03448 0,004014641 116,7719

38480 -35,07673 0,004014701 116,3675

38500 -35,11909 0,004014701 115,9623

38520 -35,16154 0,00401476 115,5561

38540 -35,20409 0,00401476 115,1489

38560 -35,24675 0,00401482 114,7409

38580 -35,2895 0,00401482 114,3318

38600 -35,33234 0,004014879 113,9218

38620 -35,37529 0,004014879 113,5109

38640 -35,41833 0,004014939 113,0991

38660 -35,46148 0,004014939 112,6863

38680 -35,50472 0,004014999 112,2725

38700 -35,54807 0,004015058 111,8578

38720 -35,5915 0,004015058 111,4422

38740 -35,63504 0,004015177 111,0256

38760 -35,67868 0,004015177 110,6081

38780 -35,72241 0,004015177 110,1897

38800 -35,76625 0,004015177 109,7702

38820 -35,81018 0,004015237 109,3499

38840 -35,85421 0,004015237 108,9286

38860 -35,89833 0,004015297 108,5064

38880 -35,94256 0,004015297 108,0832

38900 -35,98689 0,004015356 107,6591

38920 -36,03131 0,004015356 107,234

38940 -36,07584 0,004015416 106,808

38960 -36,12046 0,004015416 106,3811

38980 -36,16518 0,004015476 105,9532

39000 -36,21 0,004015476 105,5244

39020 -36,25491 0,004015535 105,0946

39040 -36,29993 0,004015356 104,6639

39060 -36,34504 0,004015654 104,2323

39080 -36,39025 0,004015416 103,7997

39100 -36,43556 0,004015774 103,3661

39120 -36,48097 0,004015535 102,9317

39140 -36,52648 0,004015833 102,4962

39160 -36,57209 0,004015595 102,0599

39180 -36,61779 0,004015893 101,6226

39200 -36,66359 0,004015654 101,1843

39220 -36,7095 0,004015952 100,7451

39240 -36,7555 0,004015714 100,305

39260 -36,80159 0,004016072 99,86395

39280 -36,84779 0,004015833 99,42194

39300 -36,89408 0,004016131 98,97899

39320 -36,94048 0,004015893 98,5351

39340 -36,98697 0,004016191 98,09026

39360 -37,03356 0,004015952 97,64449

39380 -37,08025 0,00401625 97,19777

39400 -37,12703 0,004016012 96,75011

39420 -37,17392 0,00401637 96,30151

39440 -37,2209 0,004016131 95,85197

39460 -37,26798 0,004016429 95,40148

39480 -37,31516 0,004016191 94,95006

39500 -37,36244 0,004016489 94,4977

39520 -37,40982 0,00401625 94,04439

39540 -37,45729 0,004016548 93,59014

39560 -37,50487 0,00401631 93,13496

39580 -37,55254 0,00401637 92,67883

39600 -37,60031 0,004016429 92,22176

39620 -37,64818 0,004016489 91,76375

39640 -37,69614 0,004016548 91,30479

39660 -37,74421 0,004016608 90,8449

39680 -37,79237 0,004016668 90,38407

39700 -37,84064 0,004016727 89,9223

39720 -37,889 0,004016727 89,45959

39740 -37,93745 0,004016787 88,99593

39760 -37,98601 0,004016787 88,53134

39780 -38,03467 0,004016787 88,0658

39800 -38,08342 0,004016846 87,59933

39820 -38,13227 0,004016846 87,13192

39840 -38,18122 0,004016906 86,66357

39860 -38,23027 0,004016906 86,19427

39880 -38,27942 0,004016966 85,72403

39900 -38,32866 0,004016966 85,25285

39920 -38,378 0,004017025 84,78074

39940 -38,42744 0,004017085 84,30769

39960 -38,47698 0,004017085 83,83369

39980 -38,52662 0,004017144 83,35875

40000 -38,57635 0,004017144 82,88287

40020 -38,62619 0,004017264 82,40606

40040 -38,67612 0,004017264 81,92831

40060 -38,72615 0,004017264 81,44961

40080 -38,77628 0,004017264 80,96997

40100 -38,82651 0,004017264 80,4894

40120 -38,87683 0,004017323 80,00788

40140 -38,92725 0,004017323 79,52543

40160 -38,97778 0,004017323 79,04204

40180 -39,0284 0,004017383 78,5577

40200 -39,07911 0,004017383 78,07243

40220 -39,12993 0,004017442 77,58621

40240 -39,18084 0,004017502 77,09906

40260 -39,23186 0,004017502 76,61097

40280 -39,28297 0,004017562 76,12194

40300 -39,33418 0,004017621 75,63197

40320 -39,38548 0,004017621 75,14107

40340 -39,43689 0,004017681 74,64922

40360 -39,48839 0,004017681 74,15643

40380 -39,53999 0,00401774 73,6627

40400 -39,59169 0,00401774 73,16804

40420 -39,64349 0,0040178 72,67243

40440 -39,69538 0,00401786 72,17589

40460 -39,74738 0,00401786 71,67841

40480 -39,79947 0,004017919 71,17999

40500 -39,85166 0,004017919 70,68063

40520 -39,90395 0,004017979 70,18033

40540 -39,95634 0,004017979 69,67909

40560 -40,00882 0,004018039 69,17692

40580 -40,0614 0,004018098 68,67381

40600 -40,11408 0,004018098 68,16975

40620 -40,16686 0,004018098 67,66476

40640 -40,21974 0,004018158 67,15884

40660 -40,27271 0,004018158 66,65197

40680 -40,32579 0,004018158 66,14417

40700 -40,37896 0,004018217 65,63543

40720 -40,43217 0,004018337 65,12573

40740 -40,48534 0,004018366 64,61509

40760 -40,53837 0,004018128 64,10349

40780 -40,5912 0,004018426 63,59092

40800 -40,64376 0,004018873 63,07739

40820 -40,69598 0,00401926 62,56289

40840 -40,74781 0,004020602 62,04741

40860 -40,79914 0,004021883 61,53096

40880 -40,84989 0,00402388 61,01353

40900 -40,89996 0,004026324 60,49512

40920 -40,94926 0,004029751 59,97574

40940 -40,99767 0,004034042 59,45538

40960 -41,04509 0,00403896 58,93406

40980 -41,09137 0,004044831 58,41176

41000 -41,13639 0,004051685 57,8885

41020 -41,17997 0,004059732 57,3643

41040 -41,22192 0,004069149 56,83915

41060 -41,26207 0,004080385 56,31309

41080 -41,3002 0,00409323 55,78614

41100 -41,33611 0,004108161 55,25832

41120 -41,36956 0,004125357 54,72967

41140 -41,40033 0,004144877 54,20025

41160 -41,42819 0,004166514 53,67009

41180 -41,45298 0,004189938 53,13929

41200 -41,47456 0,004212946 52,60793

41220 -41,49282 0,004234344 52,0761

41240 -41,50761 0,004253566 51,54389

41260 -41,51881 0,004270226 51,01136

41280 -41,52628 0,004283935 50,47859

41300 -41,5299 0,004294276 49,94564

41320 -41,52956 0,00430128 49,41258

41340 -41,52517 0,004304469 48,87949

41360 -41,51661 0,004303575 48,34644

41380 -41,50383 0,004298359 47,81349

41400 -41,48675 0,004288375 47,28072

41420 -41,46532 0,004273802 46,7482

41440 -41,4395 0,004254341 46,216

41460 -41,40925 0,004230112 45,68419

41480 -41,37456 0,004202455 45,15284

41500 -41,33541 0,004170865 44,62201

41520 -41,29183 0,004135251 44,09175

41540 -41,24387 0,00409463 43,56213

41560 -41,19158 0,00405091 43,03319

41580 -41,13499 0,004005134 42,505

41600 -41,07415 0,00396049 41,97762

41620 -41,00908 0,003918499 41,45109

41640 -40,93983 0,00388211 40,92546

41660 -40,86641 0,003853351 40,40082

41680 -40,78883 0,003834158 39,8772

41700 -40,70712 0,003824681 39,35466

41720 -40,62129 0,003825426 38,83329

41740 -40,53136 0,003836751 38,31312

41760 -40,43735 0,003856629 37,79424

41780 -40,33929 0,003884673 37,27671

41800 -40,23719 0,00391835 36,76057

41820 -40,13109 0,003956288 36,24589

41840 -40,02103 0,003997266 35,73273

41860 -39,90703 0,004039526 35,22114

41880 -39,78913 0,004081368 34,71118

41900 -39,66737 0,004122287 34,20289

41920 -39,54178 0,004161 33,69633

41940 -39,4124 0,004196972 33,19155

41960 -39,27927 0,004229605 32,68859

41980 -39,14243 0,004259199 32,1875

42000 -39,00191 0,004284769 31,68833

42020 -38,85775 0,004307121 31,19112

42040 -38,71001 0,004325837 30,69591

42060 -38,55871 0,004341424 30,20275

42080 -38,40391 0,004354119 29,71168

42100 -38,24564 0,004364431 29,22274

42120 -38,08394 0,004372358 28,73597

42140 -37,91888 0,004378468 28,25143

42160 -37,75048 0,004383028 27,76913

42180 -37,5788 0,004386097 27,28914

42200 -37,40388 0,004388928 26,81148

42220 -37,22577 0,004390776 26,33619

42240 -37,04452 0,004392445 25,86332

42260 -36,86018 0,004393607 25,39289

42280 -36,67279 0,004395425 24,92494

42300 -36,48241 0,004397213 24,4595

42320 -36,28908 0,004398972 23,99662

42340 -36,09286 0,004401326 23,53633

42360 -35,89379 0,004404485 23,07865

42380 -35,69192 0,004407376 22,62362

42400 -35,4873 0,004411101 22,17128

42420 -35,27999 0,004415303 21,72166

42440 -35,07002 0,004419744 21,27479

42460 -34,85746 0,004424661 20,83073

42480 -34,64234 0,004430234 20,38949

42500 -34,42473 0,004436225 19,95113

42520 -34,20466 0,004442543 19,51569

42540 -33,98219 0,004449189 19,0832

42560 -33,75737 0,004456371 18,65371

42580 -33,53026 0,004462957 18,22726

42600 -33,30091 0,004469872 17,8039

42620 -33,06937 0,004475981 17,38365

42640 -32,8357 0,004481554 16,96657

42660 -32,59997 0,004486144 16,55269

42680 -32,36224 0,004490584 16,14205

42700 -32,12257 0,004493624 15,73467

42720 -31,88103 0,004496217 15,33061

42740 -31,63768 0,004498363 14,9299

42760 -31,39256 0,004499435 14,53255

42780 -31,14575 0,004499823 14,1386

42800 -30,89729 0,004499853 13,74808

42820 -30,64726 0,004499257 13,36101

42840 -30,39572 0,004498363 12,97743

42860 -30,14272 0,004496217 12,59735

42880 -29,88834 0,004493773 12,22081

42900 -29,63263 0,004490793 11,84783

42920 -29,37568 0,004487395 11,47844

42940 -29,11753 0,004483581 11,11265

42960 -28,85827 0,004479378 10,75049

42980 -28,59796 0,004474908 10,39197

43000 -28,33668 0,004470259 10,03713

43020 -28,0745 0,004465342 9,685971

43040 -27,81148 0,004460305 9,338519

43060 -27,54772 0,004455209 8,994786

43080 -27,28327 0,004450291 8,654789

43100 -27,01822 0,004445225 8,318539

43120 -26,75265 0,004440457 7,986049

43140 -26,48663 0,004435539 7,657328

43160 -26,22025 0,004430979 7,332385

43180 -25,95357 0,00442645 7,011227

43200 -25,6867 0,004422218 6,693858

43220 -25,41969 0,004418015 6,380283

43240 -25,15264 0,004413903 6,070504

43260 -24,88564 0,004410237 5,764519

43280 -24,61876 0,004406422 5,462328

43300 -24,35209 0,004402936 5,163926

43320 -24,08571 0,004399657 4,869308

43340 -23,81972 0,004396349 4,578465

43360 -23,55419 0,00439328 4,291389

43380 -23,28921 0,004390299 4,008067

43400 -23,02487 0,004387528 3,728485

43420 -22,76126 0,004384875 3,452627

43440 -22,49847 0,004382193 3,180475

43460 -22,23657 0,00437963 2,912011

43480 -21,97564 0,004377067 2,647214

43500 -21,71576 0,004374385 2,386063

43520 -21,45701 0,004371285 2,128534

43540 -21,19947 0,004368126 1,874601

43560 -20,94321 0,004363924 1,624236

43580 -20,68833 0,004359692 1,37741

43600 -20,43474 0,003959835 1,133657

43620 -20,18276 0,003636718 0,8934754

43640 -19,93247 0,003381968 0,6568012

43660 -19,68395 0,003187746 0,4235763

43680 -19,43727 0,003045499 0,1937433

43700 -19,1925 0,002947211 -0,03275624

43720 -18,9497 0,002886355 -0,2559795

43740 -18,70896 0,002855092 -0,4759824

43760 -18,47034 0,002848119 -0,6928205

43780 -18,23391 0,002859592 -0,9065492

43800 -17,99973 0,002884835 -1,117226

43820 -17,76788 0,002919704 -1,324907

43840 -17,53842 0,002960682 -1,529653

43860 -17,31142 0,003005087 -1,731524

43880 -17,08696 0,003050268 -1,93058

43900 -16,86508 0,003094852 -2,126888

43920 -16,64586 0,003136903 -2,320511

43940 -16,42936 0,003175795 -2,511519

43960 -16,21565 0,003210664 -2,699982

43980 -16,00479 0,003241122 -2,885976

44000 -15,79685 0,003267348 -3,069582

44020 -15,59189 0,003288925 -3,250883

44040 -15,38996 0,003306329 -3,429961

44060 -15,19114 0,00331977 -3,606902

44080 -14,99548 0,003329694 -3,781797

44100 -14,80303 0,003336519 -3,954738

44120 -14,61385 0,003340632 -4,125822

44140 -14,42851 0,003838718 -4,294813

44160 -14,24633 0,004211366 -4,462319

44180 -14,06736 0,004481494 -4,628118

44200 -13,89181 0,00466466 -4,792931

44220 -13,71949 0,004783779 -4,95534

44240 -13,5507 0,004833251 -5,118279

44260 -13,38492 0,004844189 -5,278479

44280 -13,22295 0,004827201 -5,439239

44300 -13,06424 0,00479266 -5,597463

44320 -12,90941 0,004747957 -5,756538

44340 -12,75825 0,004703999 -5,913365

44360 -12,61106 0,004658014 -6,071389

44380 -12,46771 0,004615545 -6,227493

44400 -12,32808 0,004566789 -6,385045

44420 -12,19215 0,00451687 -6,540813

44440 -12,05908 0,004441649 -6,697838

44460 -11,92848 0,004335463 -6,852702

44480 -11,79947 0,004197985 -7,008252

44500 -11,67236 0,004057825 -7,161498

44520 -11,54638 0,003922373 -7,314907

44540 -11,42206 0,003817439 -7,46625

44560 -11,29885 0,003744066 -7,617195

44580 -11,17724 0,003714561 -7,766573

44600 -11,05711 0,003723681 -7,915207

44620 -10,93877 0,003766775 -8,062814

44640 -10,82231 0,003832877 -8,209697

44660 -10,70787 0,003910959 -8,355915

44680 -10,59555 0,00399074 -8,50161

44700 -10,48541 0,004063606 -8,646874

44720 -10,37746 0,004123271 -8,791786

44740 -10,27158 0,004165113 -8,936339

44760 -10,1675 0,004186094 -9,080455

44780 -10,06499 0,004186332 -9,224052

44800 -9,963869 0,004169464 -9,367098

44820 -9,864078 0,004140526 -9,509598

44840 -9,765595 0,004105121 -9,651585

44860 -9,66845 0,004067302 -9,793105

44880 -9,57268 0,004030973 -9,934207

44900 -9,47833 0,003998905 -10,07493

44920 -9,385444 0,003971905 -10,2153

44940 -9,294065 0,00395143 -10,35535

44960 -9,204232 0,003937364 -10,4951

44980 -9,115988 0,003929973 -10,63456

45000 -9,029372 0,003928185 -10,77374

45020 -8,944425 0,003932327 -10,91266

45040 -8,861185 0,00394094 -11,05131

45060 -8,779689 0,003953397 -11,18971

45080 -8,699966 0,003968894 -11,32786

45100 -8,622045 0,003986478 -11,46575

45120 -8,545949 0,004004806 -11,60337

45140 -8,471702 0,00402379 -11,74072

45160 -8,399326 0,004042447 -11,8778

45180 -8,328848 0,004059792 -12,0146

45200 -8,260292 0,004076362 -12,15111

45220 -8,193683 0,004090756 -12,28733

45240 -8,129041 0,004103422 -12,42325

45260 -8,066387 0,004114091 -12,55885

45280 -8,005746 0,004122823 -12,69414

45300 -7,947129 0,004129291 -12,82909

45320 -7,890548 0,004133612 -12,9637

45340 -7,836001 0,004135758 -13,09794

45360 -7,783484 0,004135936 -13,23179

45380 -7,732989 0,00413394 -13,36524

45400 -7,684494 0,004130006 -13,49825

45420 -7,63797 0,004124135 -13,63081

45440 -7,593381 0,004116356 -13,76288

45460 -7,550683 0,004107028 -13,89444

45480 -7,509828 0,004096359 -14,02545

45500 -7,470763 0,004084677 -14,1559

45520 -7,433438 0,00407216 -14,28575

45540 -7,397802 0,004059881 -14,41499

45560 -7,363803 0,004047394 -14,54358

45580 -7,331389 0,00403595 -14,6715

45600 -7,300505 0,00402534 -14,79875

45620 -7,271098 0,004015952 -14,92528

45640 -7,243115 0,004007936 -15,0511

45660 -7,216506 0,004001528 -15,17616

45680 -7,191219 0,003996432 -15,30047

45700 -7,167199 0,003992826 -15,42401

45720 -7,144397 0,003990501 -15,54675

45740 -7,122762 0,003989518 -15,66869

45760 -7,102246 0,003989547 -15,78981

45780 -7,082799 0,003990531 -15,9101

45800 -7,06437 0,003991902 -16,02954

45820 -7,046908 0,003994048 -16,14813

45840 -7,030367 0,00399664 -16,26586

45860 -7,014697 0,003999084 -16,3827

45880 -6,999846 0,004001647 -16,49866

45900 -6,985768 0,004004151 -16,61373

45920 -6,972417 0,004006475 -16,72789

45940 -6,959748 0,00400883 -16,84114

45960 -6,947719 0,004010499 -16,95348

45980 -6,936293 0,004012197 -17,06489

46000 -6,925438 0,004013717 -17,17537

46020 -6,915122 0,004014939 -17,28491

46040 -6,90532 0,004015893 -17,39352

46060 -6,89601 0,004016787 -17,50118

46080 -6,887172 0,004017174 -17,6079

46100 -6,87879 0,004017293 -17,71367

46120 -6,870849 0,004017234 -17,81848

46140 -6,863337 0,004016995 -17,92234

46160 -6,856248 0,004016668 -18,02525

46180 -6,849575 0,004016072 -18,1272

46200 -6,843314 0,004015267 -18,22819

46220 -6,837461 0,004014403 -18,32821

46240 -6,831996 0,003632963 -18,42738

46260 -6,826927 0,003320634 -18,52556

46280 -6,82225 0,003071517 -18,62275

46300 -6,817963 0,002880275 -18,71896

46320 -6,814061 0,002740443 -18,81418

46340 -6,810539 0,002644718 -18,90842

46360 -6,807394 0,002587259 -19,00169

46380 -6,804619 0,002561331 -19,09397

46400 -6,802207 0,002561212 -19,18527

46420 -6,800154 0,002581209 -19,2756

46440 -6,798452 0,002616763 -19,36495

46460 -6,797094 0,002663165 -19,45332

46480 -6,796073 0,002716929 -19,54071

46500 -6,795381 0,002774775 -19,62712

46520 -6,79501 0,002834201 -19,71256

46540 -6,794952 0,002892971 -19,79701

46560 -6,795198 0,002949595 -19,88049

46580 -6,795741 0,003002644 -19,96298

46600 -6,796571 0,00305146 -20,04449

46620 -6,797681 0,003095448 -20,12502

46640 -6,799061 0,00313428 -20,20456

46660 -6,800704 0,003167719 -20,28312

46680 -6,802599 0,003196061 -20,3607

46700 -6,804738 0,003219545 -20,43729

46720 -6,807112 0,00323835 -20,51289

46740 -6,809712 0,003252983 -20,58751

46760 -6,812529 0,003263831 -20,66114

46780 -6,815552 0,003271341 -20,73378

46800 -6,818774 0,003276139 -20,80544

46820 -6,822184 0,003278404 -20,8761

46840 -6,825772 0,003278822 -20,94578

46860 -6,829531 0,00327751 -21,01447

46880 -6,83345 0,003274947 -21,08218

46900 -6,837521 0,00327158 -21,1489

46920 -6,841734 0,003267616 -21,21462

46940 -6,846081 0,003263235 -21,27936

46960 -6,850554 0,003258735 -21,34312

46980 -6,855143 0,003254235 -21,40588

47000 -6,85984 0,003249764 -21,46766

47020 -6,864638 0,003245652 -21,52845

47040 -6,869528 0,003241777 -21,58826

47060 -6,874503 0,003238231 -21,64708

47080 -6,879556 0,003235072 -21,70491

47100 -6,884677 0,003232062 -21,76176

47120 -6,889861 0,003229856 -21,81763

47140 -6,8951 0,00322786 -21,87251

47160 -6,900386 0,003226161 -21,9264

47180 -6,905712 0,00322479 -21,97931

47200 -6,911071 0,003223777 -22,03124

47220 -6,916456 0,003223211 -22,08219

47240 -6,921861 0,003222674 -22,13216

47260 -6,927277 0,003222406 -22,18114

47280 -6,932699 0,003222078 -22,22915

47300 -6,938118 0,003222048 -22,27617

47320 -6,94353 0,003222108 -22,32222

47340 -6,948927 0,003222167 -22,36728

47360 -6,954302 0,003222376 -22,41137

47380 -6,959649 0,003222674 -22,45448

47400 -6,964961 0,003222853 -22,49661

47420 -6,970233 0,003223091 -22,53777

47440 -6,97546 0,003223419 -22,57795

47460 -6,980635 0,003223628 -22,61716

47480 -6,985753 0,003223866 -22,65539

47500 -6,990809 0,003224105 -22,69265

47520 -6,995798 0,003224254 -22,72894

47540 -7,000715 0,003224283 -22,76425

47560 -7,005555 0,003224403 -22,7986

47580 -7,010314 0,003224432 -22,83197

47600 -7,014989 0,003224432 -22,86437

47620 -7,019574 0,003224492 -22,8958

47640 -7,024066 0,003224403 -22,92627

47660 -7,028461 0,003224492 -22,95576

47680 -7,032756 0,003224492 -22,98429

47700 -7,036946 0,003224283 -23,01185

47720 -7,041028 0,003224313 -23,03844

47740 -7,044996 0,003224313 -23,06406

47760 -7,04885 0,003224045 -23,08872

47780 -7,052584 0,003224105 -23,11242

47800 -7,056196 0,003224105 -23,13515

47820 -7,059681 0,003224075 -23,15692

47840 -7,063039 0,003223956 -23,17772

47860 -7,066264 0,003223956 -23,19756

47880 -7,069354 0,003223896 -23,21644

47900 -7,072307 0,003223896 -23,23436

47920 -7,075119 0,003223807 -23,25132

47940 -7,077789 0,003223658 -23,26731

47960 -7,080315 0,003223687 -23,28234

47980 -7,082694 0,003223717 -23,29642

48000 -7,084924 0,003223538 -23,30953

48020 -7,087003 0,003223538 -23,32169

48040 -7,088931 0,003223628 -23,33288

48060 -7,090704 0,003223568 -23,34312

48080 -7,092322 0,003223509 -23,3524

48100 -7,093784 0,003223479 -23,36072

48120 -7,095088 0,003223628 -23,36808

48140 -7,096233 0,00322336 -23,37449

48160 -7,097219 0,003223598 -23,37993

48180 -7,098045 0,003223598 -23,38442

48200 -7,09871 0,003223419 -23,38796

48220 -7,099214 0,003223479 -23,39053

48240 -7,099555 0,003223747 -23,39215

48260 -7,099736 0,003223717 -23,39281

48280 -7,099754 0,003223479 -23,39252

48300 -7,099616 0,003223598 -23,39127

48320 -7,099321 0,003223687 -23,38906

48340 -7,098872 0,003223658 -23,38589

48360 -7,098269 0,003223658 -23,38177

48380 -7,097512 0,003223896 -23,37669

48400 -7,096602 0,003223985 -23,37065

48420 -7,095541 0,003224134 -23,36366

48440 -7,094328 0,003224134 -23,3557

48460 -7,092967 0,003224373 -23,34679

48480 -7,091457 0,003224343 -23,33692

48500 -7,089801 0,003224432 -23,32609

48520 -7,088 0,003224552 -23,31431

48540 -7,086055 0,003224552 -23,30156

48560 -7,08397 0,00322482 -23,28786

48580 -7,081744 0,003224641 -23,27319

48600 -7,079381 0,00322479 -23,25757

48620 -7,076885 0,00322488 -23,24099

48640 -7,074255 0,003224909 -23,22345

48660 -7,071494 0,003225088 -23,20494

48680 -7,068606 0,003225118 -23,18548

48700 -7,065592 0,003225118 -23,16506

48720 -7,062456 0,003225207 -23,14367

48740 -7,059201 0,003225386 -23,12132

48760 -7,05583 0,003225476 -23,09801

48780 -7,052346 0,003225774 -23,07374

48800 -7,048754 0,003225565 -23,04851

48820 -7,045058 0,003225684 -23,02231

48840 -7,041261 0,003225863 -22,99514

48860 -7,037368 0,003225982 -22,96702

48880 -7,033384 0,003226042 -22,93792

48900 -7,029314 0,003226221 -22,90787

48920 -7,025162 0,00322637 -22,87684

48940 -7,020933 0,003226429 -22,84485

48960 -7,016632 0,003226548 -22,81189

48980 -7,012263 0,003226548 -22,77796

49000 -7,007832 0,003226757 -22,74307

49020 -7,003343 0,003226966 -22,7072

49040 -6,998803 0,003227055 -22,67037

49060 -6,994215 0,003227204 -22,63257

49080 -6,989586 0,003227323 -22,5938

49100 -6,984921 0,003227562 -22,55405

49120 -6,980226 0,003227621 -22,51334

49140 -6,975506 0,0032278 -22,47165

49160 -6,970767 0,003228068 -22,42899

49180 -6,966014 0,003228188 -22,38536

49200 -6,961253 0,003228247 -22,34076

49220 -6,956491 0,003228366 -22,29518

49240 -6,951735 0,003228456 -22,24863

49260 -6,94699 0,003228664 -22,20111

49280 -6,942265 0,003228694 -22,15261

49300 -6,937564 0,003228933 -22,10314

49320 -6,932897 0,003229082 -22,05269

49340 -6,928269 0,003229201 -22,00127

49360 -6,923689 0,00322935 -21,94887

49380 -6,919165 0,003229469 -21,89549

49400 -6,914703 0,003229588 -21,84114

49420 -6,910313 0,003229856 -21,78581

49440 -6,906001 0,003229976 -21,72951

49460 -6,901776 0,003230155 -21,67223

49480 -6,897647 0,003230214 -21,61397

49500 -6,89362 0,003230482 -21,55474

49520 -6,889708 0,003230453 -21,49453

49540 -6,885917 0,003230631 -21,43334

49560 -6,882258 0,003230989 -21,37118

49580 -6,878742 0,003231287 -21,30804

49600 -6,875379 0,003231466 -21,24393

49620 -6,872178 0,003231645 -21,17883

49640 -6,86915 0,003231734 -21,11277

49660 -6,866304 0,003232211 -21,04573

49680 -6,86365 0,00323239 -20,97771

49700 -6,861197 0,003232628 -20,90872

49720 -6,858954 0,003232896 -20,83876

49740 -6,856929 0,003232956 -20,76783

49760 -6,855131 0,003233135 -20,69592

49780 -6,85357 0,003233314 -20,62304

49800 -6,852255 0,003233552 -20,54919

49820 -6,851199 0,003234029 -20,47437

49840 -6,850412 0,003233969 -20,39858

49860 -6,849905 0,003234237 -20,32183

49880 -6,849692 0,003234625 -20,2441

49900 -6,849783 0,003234655 -20,16542

49920 -6,85019 0,003234923 -20,08577

49940 -6,850924 0,003235102 -20,00516

49960 -6,851995 0,003235459 -19,92359

49980 -6,853415 0,003235459 -19,84106

50000 -6,855193 0,003235638 -19,75757

50020 -6,857339 0,003235817 -19,67312

50040 -6,859863 0,003236055 -19,58772

50060 -6,862776 0,003236234 -19,50138

50080 -6,866088 0,003236473 -19,41408

50100 -6,86981 0,003236592 -19,32583

50120 -6,873951 0,003236741 -19,23664

50140 -6,878524 0,00323689 -19,1465

50160 -6,883537 0,003237069 -19,05542

50180 -6,889002 0,003237098 -18,9634

50200 -6,894929 0,003237367 -18,87045

50220 -6,901329 0,003237516 -18,77656

50240 -6,908215 0,003237337 -18,68174

50260 -6,915602 0,003237665 -18,58599

50280 -6,923503 0,003237695 -18,48932

50300 -6,931935 0,003237844 -18,39174

50320 -6,940912 0,003238112 -18,29323

50340 -6,95045 0,00323832 -18,19381

50360 -6,960564 0,003238618 -18,09349

50380 -6,971399 0,003708839 -17,99213

50400 -6,982763 0,004075706 -17,88992

50420 -6,99471 0,004351258 -17,78683

50440 -7,007272 0,004547358 -17,68288

50460 -7,020473 0,004676849 -17,57807

50480 -7,03433 0,004750282 -17,47239

50500 -7,048738 0,004778266 -17,36716

50520 -7,063642 0,004778296 -17,26287

50540 -7,079085 0,00476861 -17,15891

50560 -7,095073 0,004757822 -17,05523

50580 -7,111612 0,004750788 -16,95176

50600 -7,128708 0,004749686 -16,84847

50620 -7,146365 0,004755735 -16,74535

50640 -7,164586 0,004767984 -16,64236

50660 -7,183373 0,004784584 -16,53952

50680 -7,202728 0,004804641 -16,43681

50700 -7,22265 0,004825473 -16,33425

50720 -7,243138 0,004846364 -16,23184

50740 -7,264194 0,004865527 -16,1296

50760 -7,285815 0,004882097 -16,02753

