0 1,924112E-06 1,298075E-09 -8,397331E-10 1
5602 2,048909E-08 1,299413E-09 -4,591677E-10 1

5603 2,048909E-08 1,299414E-09 -4,656773E-10 1

5604 2,048909E-08 1,299414E-09 -4,722116E-10 1

5605 2,048909E-08 1,299414E-09 -4,787704E-10 1

5606 2,048909E-08 1,299414E-09 -4,853538E-10 1

5607 2,048909E-08 1,299415E-09 -4,919617E-10 1

5608 2,048909E-08 1,299415E-09 -4,985943E-10 1

5609 2,048909E-08 1,299415E-09 -5,052515E-10 1

5610 2,048909E-08 1,299416E-09 -5,119332E-10 1

5611 2,048909E-08 1,299416E-09 -5,186395E-10 1

5612 2,048909E-08 1,299416E-09 -5,253704E-10 1

5613 2,048909E-08 1,299416E-09 -5,321258E-10 1

5614 2,048909E-08 1,299417E-09 -5,389058E-10 1

5615 2,048909E-08 1,299417E-09 -5,457104E-10 1

5616 2,048909E-08 1,299417E-09 -5,525395E-10 1

5617 2,048909E-08 1,299418E-09 -5,593932E-10 1

5618 2,048909E-08 1,299418E-09 -5,662715E-10 1

5619 2,048909E-08 1,299418E-09 -5,731743E-10 1

5620 2,048909E-08 1,299419E-09 -5,801017E-10 1

5621 2,048909E-08 1,299419E-09 -5,870537E-10 1

5622 2,048909E-08 1,299419E-09 -5,940302E-10 1

5623 2,048909E-08 1,299419E-09 -6,010313E-10 1

5624 2,048909E-08 1,29942E-09 -6,080569E-10 1

5625 2,048909E-08 1,29942E-09 -6,151071E-10 1

5626 2,048909E-08 1,29942E-09 -6,221818E-10 1

5627 2,048909E-08 1,29942E-09 -6,29281E-10 1

5628 2,048909E-08 1,299421E-09 -6,364048E-10 1

5629 2,048909E-08 1,299421E-09 -6,43553E-10 1

5630 2,048909E-08 1,299421E-09 -6,507259E-10 1

5631 2,048909E-08 1,299422E-09 -6,579233E-10 1

5632 2,048909E-08 1,299422E-09 -6,651452E-10 1

5633 2,048909E-08 1,299422E-09 -6,723916E-10 1

5634 2,048909E-08 1,299422E-09 -6,796627E-10 1

5635 2,048909E-08 1,299423E-09 -6,869583E-10 1

5636 2,048909E-08 1,299423E-09 -6,942784E-10 1

5637 2,048909E-08 1,299423E-09 -7,016229E-10 1

5638 2,048909E-08 1,299424E-09 -7,08992E-10 1

5639 2,048909E-08 1,299424E-09 -7,163856E-10 1

5640 2,048909E-08 1,299424E-09 -7,238038E-10 1

5641 2,048909E-08 1,299425E-09 -7,312465E-10 1

5642 2,048909E-08 1,299425E-09 -7,387138E-10 1

5643 2,048909E-08 1,299425E-09 -7,462054E-10 1

5644 2,048909E-08 1,299425E-09 -7,537216E-10 1

5645 2,048909E-08 1,299426E-09 -7,612623E-10 1

5646 2,048909E-08 1,299426E-09 -7,688276E-10 1

5647 2,048909E-08 1,299426E-09 -7,764174E-10 1

5648 2,048909E-08 1,299427E-09 -7,840316E-10 1

5649 2,048909E-08 1,299427E-09 -7,916704E-10 1

5650 2,048909E-08 1,299427E-09 -7,993336E-10 1

5651 2,048909E-08 1,299427E-09 -8,070214E-10 1

5652 2,048909E-08 1,299428E-09 -8,147337E-10 1

5653 2,048909E-08 1,299428E-09 -8,224704E-10 1

5654 2,048909E-08 1,299428E-09 -8,302317E-10 1

5655 2,048909E-08 1,299429E-09 -8,380175E-10 1

5656 2,048909E-08 1,299429E-09 -8,458277E-10 1

5657 2,048909E-08 1,299429E-09 -8,536625E-10 1

5658 2,048909E-08 1,299429E-09 -8,615217E-10 1

5659 2,048909E-08 1,29943E-09 -8,694054E-10 1

5660 2,048909E-08 1,29943E-09 -8,773136E-10 1

5661 2,048909E-08 1,29943E-09 -8,852463E-10 1

5662 2,048909E-08 1,299431E-09 -8,932035E-10 1

5663 2,048909E-08 1,299431E-09 -9,011851E-10 1

5664 2,048909E-08 1,299431E-09 -9,091912E-10 1

5665 2,048909E-08 1,299432E-09 -9,172218E-10 1

5666 2,048909E-08 1,299432E-09 -9,252769E-10 1

5667 2,048909E-08 1,299432E-09 -9,333563E-10 1

5668 2,048909E-08 1,299432E-09 -9,414604E-10 1

5669 2,048909E-08 1,299433E-09 -9,495887E-10 1

5670 2,048909E-08 1,299433E-09 -9,577417E-10 1

5671 2,048909E-08 1,299433E-09 -9,659191E-10 1

5672 2,048909E-08 1,299433E-09 -9,74121E-10 1

5673 2,048909E-08 1,299434E-09 -9,823472E-10 1

5674 2,048909E-08 1,299434E-09 -9,905978E-10 1

5675 2,048909E-08 1,299434E-09 -9,988732E-10 1

5676 2,048909E-08 1,299435E-09 -1,007173E-09 1

5677 2,048909E-08 1,299435E-09 -1,015497E-09 1

5678 2,048909E-08 1,299435E-09 -1,023845E-09 1

5679 2,048909E-08 1,299435E-09 -1,032218E-09 1

5680 2,048909E-08 1,299436E-09 -1,040616E-09 1

5681 2,048909E-08 1,299436E-09 -1,049038E-09 1

5682 2,048909E-08 1,299436E-09 -1,057484E-09 1

5683 2,048909E-08 1,299437E-09 -1,065955E-09 1

5684 2,048909E-08 1,299437E-09 -1,07445E-09 1

5685 2,048909E-08 1,299437E-09 -1,08297E-09 1

5686 2,048909E-08 1,299437E-09 -1,091514E-09 1

5687 2,048909E-08 1,299438E-09 -1,100082E-09 1

5688 2,048909E-08 1,299438E-09 -1,108675E-09 1

5689 2,048909E-08 1,299438E-09 -1,117293E-09 1

5690 2,048909E-08 1,299439E-09 -1,125934E-09 1

5691 2,048909E-08 1,299439E-09 -1,134601E-09 1

5692 2,048909E-08 1,299439E-09 -1,143291E-09 1

5693 2,048909E-08 1,299439E-09 -1,152006E-09 1

5694 2,048909E-08 1,29944E-09 -1,160746E-09 1

5695 2,048909E-08 1,29944E-09 -1,16951E-09 1

5696 2,048909E-08 1,29944E-09 -1,178298E-09 1

5697 2,048909E-08 1,299441E-09 -1,187111E-09 1

5698 2,048909E-08 1,299441E-09 -1,195948E-09 1

5699 2,048909E-08 1,299441E-09 -1,204809E-09 1

5700 2,048909E-08 1,299441E-09 -1,213581E-09 1

5701 2,048909E-08 1,299441E-09 -1,222281E-09 1

5702 2,048909E-08 1,29944E-09 -1,230913E-09 1

5703 2,048909E-08 1,29944E-09 -1,239481E-09 1

5704 2,048909E-08 1,299439E-09 -1,247986E-09 1

5705 2,048909E-08 1,299439E-09 -1,256427E-09 1

5706 2,048909E-08 1,299438E-09 -1,264804E-09 1

5707 2,048909E-08 1,299437E-09 -1,273118E-09 1

5708 2,048909E-08 1,299437E-09 -1,281369E-09 1

5709 2,048909E-08 1,299436E-09 -1,289556E-09 1

5710 2,048909E-08 1,299436E-09 -1,29768E-09 1

5711 2,048909E-08 1,299435E-09 -1,30574E-09 1

5712 2,048909E-08 1,299435E-09 -1,313737E-09 1

5713 2,048909E-08 1,299434E-09 -1,321671E-09 1

5714 2,048909E-08 1,299434E-09 -1,329542E-09 1

5715 2,048909E-08 1,299433E-09 -1,337349E-09 1

5716 2,048909E-08 1,299432E-09 -1,345092E-09 1

5717 2,048909E-08 1,299432E-09 -1,352773E-09 1

5718 2,048909E-08 1,299431E-09 -1,36039E-09 1

5719 2,048909E-08 1,299431E-09 -1,367944E-09 1

5720 2,048909E-08 1,29943E-09 -1,375434E-09 1

5721 2,048909E-08 1,29943E-09 -1,382861E-09 1

5722 2,048909E-08 1,299429E-09 -1,390225E-09 1

5723 2,048909E-08 1,299428E-09 -1,397526E-09 1

5724 2,048909E-08 1,299428E-09 -1,404763E-09 1

5725 2,048909E-08 1,299427E-09 -1,411937E-09 1

5726 2,048909E-08 1,299427E-09 -1,419047E-09 1

5727 2,048909E-08 1,299426E-09 -1,426095E-09 1

5728 2,048909E-08 1,299426E-09 -1,433079E-09 1

5729 2,048909E-08 1,299425E-09 -1,44E-09 1

5730 2,048909E-08 1,299424E-09 -1,446857E-09 1

5731 2,048909E-08 1,299424E-09 -1,453651E-09 1

5732 2,048909E-08 1,299423E-09 -1,460382E-09 1

5733 2,048909E-08 1,299423E-09 -1,46705E-09 1

5734 2,048909E-08 1,299422E-09 -1,473654E-09 1

5735 2,048909E-08 1,299422E-09 -1,480196E-09 1

5736 2,048909E-08 1,299421E-09 -1,486674E-09 1

5737 2,048909E-08 1,299421E-09 -1,493088E-09 1

5738 2,048909E-08 1,29942E-09 -1,49944E-09 1

5739 2,048909E-08 1,29942E-09 -1,505728E-09 1

5740 2,048909E-08 1,299419E-09 -1,511953E-09 1

5741 2,048909E-08 1,299418E-09 -1,518115E-09 1

5742 2,048909E-08 1,299418E-09 -1,524214E-09 1

5743 2,048909E-08 1,299417E-09 -1,530249E-09 1

5744 2,048909E-08 1,299417E-09 -1,536221E-09 1

5745 2,048909E-08 1,299416E-09 -1,54213E-09 1

5746 2,048909E-08 1,299416E-09 -1,547976E-09 1

5747 2,048909E-08 1,299415E-09 -1,553759E-09 1

5748 2,048909E-08 1,299415E-09 -1,559478E-09 1

5749 2,048909E-08 1,299414E-09 -1,565135E-09 1

5750 2,048909E-08 1,299413E-09 -1,570728E-09 1

5751 2,048909E-08 1,299413E-09 -1,576258E-09 1

5752 2,048909E-08 1,299412E-09 -1,581725E-09 1

5753 2,048909E-08 1,299412E-09 -1,587128E-09 1

5754 2,048909E-08 1,299411E-09 -1,592469E-09 1

5755 2,048909E-08 1,299411E-09 -1,597746E-09 1

5756 2,048909E-08 1,29941E-09 -1,60296E-09 1

5757 2,048909E-08 1,29941E-09 -1,608111E-09 1

5758 2,048909E-08 1,299409E-09 -1,613199E-09 1

5759 2,048909E-08 1,299409E-09 -1,618224E-09 1

5760 2,048909E-08 1,299408E-09 -1,623185E-09 1

5761 2,048909E-08 1,299407E-09 -1,628084E-09 1

5762 2,048909E-08 1,299407E-09 -1,632919E-09 1

5763 2,048909E-08 1,299406E-09 -1,637692E-09 1

5764 2,048909E-08 1,299406E-09 -1,642401E-09 1

5765 2,048909E-08 1,299405E-09 -1,647047E-09 1

5766 2,048909E-08 1,299405E-09 -1,65163E-09 1

5767 2,048909E-08 1,299404E-09 -1,65615E-09 1

5768 2,048909E-08 1,299404E-09 -1,660607E-09 1

5769 2,048909E-08 1,299403E-09 -1,665001E-09 1

5770 2,048909E-08 1,299402E-09 -1,669331E-09 1

5771 2,048909E-08 1,299402E-09 -1,673599E-09 1

5772 2,048909E-08 1,299401E-09 -1,677804E-09 1

5773 2,048909E-08 1,299401E-09 -1,681945E-09 1

5774 2,048909E-08 1,2994E-09 -1,686024E-09 1

5775 2,048909E-08 1,2994E-09 -1,690039E-09 1

5776 2,048909E-08 1,299399E-09 -1,693991E-09 1

5777 2,048909E-08 1,299398E-09 -1,697881E-09 1

5778 2,048909E-08 1,299398E-09 -1,701707E-09 1

5779 2,048909E-08 1,299397E-09 -1,70547E-09 1

5780 2,048909E-08 1,299397E-09 -1,70917E-09 1

5781 2,048909E-08 1,299396E-09 -1,712807E-09 1

5782 2,048909E-08 1,299396E-09 -1,716381E-09 1

5783 2,048909E-08 1,299395E-09 -1,719893E-09 1

5784 2,048909E-08 1,299394E-09 -1,723341E-09 1

5785 2,048909E-08 1,299394E-09 -1,726726E-09 1

5786 2,048909E-08 1,299393E-09 -1,730048E-09 1

5787 2,048909E-08 1,299393E-09 -1,733307E-09 1

5788 2,048909E-08 1,299392E-09 -1,736503E-09 1

5789 2,048909E-08 1,299392E-09 -1,739637E-09 1

5790 2,048909E-08 1,299391E-09 -1,742707E-09 1

5791 2,048909E-08 1,299391E-09 -1,745714E-09 1

5792 2,048909E-08 1,29939E-09 -1,748658E-09 1

5793 2,048909E-08 1,299389E-09 -1,75154E-09 1

5794 2,048909E-08 1,299389E-09 -1,754358E-09 1

5795 2,048909E-08 1,299388E-09 -1,757114E-09 1

5796 2,048909E-08 1,299388E-09 -1,759806E-09 1

5797 2,048909E-08 1,299387E-09 -1,762436E-09 1

5798 2,048909E-08 1,299387E-09 -1,765002E-09 1

5799 2,048909E-08 1,299386E-09 -1,767506E-09 1

5800 2,048909E-08 1,299386E-09 -1,769946E-09 1

5801 2,048909E-08 1,299385E-09 -1,772324E-09 1

5802 2,048909E-08 1,299384E-09 -1,774639E-09 1

5803 2,048909E-08 1,299384E-09 -1,776891E-09 1

5804 2,048909E-08 1,299383E-09 -1,77908E-09 1

5805 2,048909E-08 1,299383E-09 -1,781206E-09 1

5806 2,048909E-08 1,299382E-09 -1,783269E-09 1

5807 2,048909E-08 1,299382E-09 -1,78527E-09 1

5808 2,048909E-08 1,299381E-09 -1,787207E-09 1

5809 2,048909E-08 1,299381E-09 -1,789082E-09 1

5810 2,048909E-08 1,29938E-09 -1,790893E-09 1

5811 2,048909E-08 1,299379E-09 -1,792642E-09 1

5812 2,048909E-08 1,299379E-09 -1,794328E-09 1

5813 2,048909E-08 1,299378E-09 -1,795951E-09 1

5814 2,048909E-08 1,299378E-09 -1,797511E-09 1

5815 2,048909E-08 1,299377E-09 -1,799009E-09 1

5816 2,048909E-08 1,299377E-09 -1,800443E-09 1

5817 2,048909E-08 1,299376E-09 -1,801815E-09 1

5818 2,048909E-08 1,299375E-09 -1,803124E-09 1

5819 2,048909E-08 1,299375E-09 -1,80437E-09 1

5820 2,048909E-08 1,299374E-09 -1,805553E-09 1

5821 2,048909E-08 1,299374E-09 -1,806673E-09 1

5822 2,048909E-08 1,299373E-09 -1,807731E-09 1

5823 2,048909E-08 1,299373E-09 -1,808725E-09 1

5824 2,048909E-08 1,299372E-09 -1,809657E-09 1

5825 2,048909E-08 1,299372E-09 -1,810526E-09 1

5826 2,048909E-08 1,299371E-09 -1,811333E-09 1

5827 2,048909E-08 1,299371E-09 -1,812076E-09 1

5828 2,048909E-08 1,29937E-09 -1,812757E-09 1

5829 2,048909E-08 1,299369E-09 -1,813375E-09 1

5830 2,048909E-08 1,299369E-09 -1,81393E-09 1

5831 2,048909E-08 1,299368E-09 -1,814422E-09 1

5832 2,048909E-08 1,299368E-09 -1,814852E-09 1

5833 2,048909E-08 1,299367E-09 -1,815218E-09 1

5834 2,048909E-08 1,299367E-09 -1,815522E-09 1

5835 2,048909E-08 1,299366E-09 -1,815764E-09 1

5836 2,048909E-08 1,299366E-09 -1,815942E-09 1

5837 2,048909E-08 1,299365E-09 -1,816058E-09 1

5838 2,048909E-08 1,299364E-09 -1,816111E-09 1

5839 2,048909E-08 1,299364E-09 -1,816101E-09 1

5840 2,048909E-08 1,299363E-09 -1,816029E-09 1

5841 2,048909E-08 1,299363E-09 -1,815893E-09 1

5842 2,048909E-08 1,299362E-09 -1,815696E-09 1

5843 2,048909E-08 1,299362E-09 -1,815435E-09 1

5844 2,048909E-08 1,299361E-09 -1,815112E-09 1

5845 2,048909E-08 1,299361E-09 -1,814726E-09 1

5846 2,048909E-08 1,29936E-09 -1,814277E-09 1

5847 2,048909E-08 1,299359E-09 -1,813765E-09 1

5848 2,048909E-08 1,299359E-09 -1,813191E-09 1

5849 2,048909E-08 1,299358E-09 -1,812554E-09 1

5850 2,048909E-08 1,299358E-09 -1,811855E-09 1

5851 2,048909E-08 1,299357E-09 -1,811093E-09 1

5852 2,048909E-08 1,299356E-09 -1,810268E-09 1

5853 2,048909E-08 1,299356E-09 -1,80938E-09 1

5854 2,048909E-08 1,299355E-09 -1,80843E-09 1

5855 2,048909E-08 1,299355E-09 -1,807417E-09 1

5856 2,048909E-08 1,299354E-09 -1,806342E-09 1

5857 2,048909E-08 1,299354E-09 -1,805204E-09 1

5858 2,048909E-08 1,299353E-09 -1,804003E-09 1

5859 2,048909E-08 1,299353E-09 -1,802739E-09 1

5860 2,048909E-08 1,299352E-09 -1,801413E-09 1

5861 2,048909E-08 1,299351E-09 -1,800024E-09 1

5862 2,048909E-08 1,299351E-09 -1,798573E-09 1

5863 2,048909E-08 1,29935E-09 -1,797059E-09 1

5864 2,048909E-08 1,29935E-09 -1,795482E-09 1

5865 2,048909E-08 1,299349E-09 -1,793843E-09 1

5866 2,048909E-08 1,299349E-09 -1,792141E-09 1

5867 2,048909E-08 1,299348E-09 -1,790377E-09 1

5868 2,048909E-08 1,299348E-09 -1,78855E-09 1

5869 2,048909E-08 1,299347E-09 -1,78666E-09 1

5870 2,048909E-08 1,299346E-09 -1,784708E-09 1

5871 2,048909E-08 1,299346E-09 -1,782693E-09 1

5872 2,048909E-08 1,299345E-09 -1,780616E-09 1

5873 2,048909E-08 1,299345E-09 -1,778476E-09 1

5874 2,048909E-08 1,299344E-09 -1,776273E-09 1

5875 2,048909E-08 1,299344E-09 -1,774008E-09 1

5876 2,048909E-08 1,299343E-09 -1,77168E-09 1

5877 2,048909E-08 1,299343E-09 -1,76929E-09 1

5878 2,048909E-08 1,299342E-09 -1,766838E-09 1

5879 2,048909E-08 1,299341E-09 -1,764322E-09 1

5880 2,048909E-08 1,299341E-09 -1,761744E-09 1

5881 2,048909E-08 1,29934E-09 -1,759104E-09 1

5882 2,048909E-08 1,29934E-09 -1,756401E-09 1

5883 2,048909E-08 1,299339E-09 -1,753636E-09 1

5884 2,048909E-08 1,299339E-09 -1,750808E-09 1

5885 2,048909E-08 1,299338E-09 -1,747917E-09 1

5886 2,048909E-08 1,299338E-09 -1,744964E-09 1

5887 2,048909E-08 1,299337E-09 -1,741949E-09 1

5888 2,048909E-08 1,299337E-09 -1,738871E-09 1

5889 2,048909E-08 1,299336E-09 -1,73573E-09 1

5890 2,048909E-08 1,299335E-09 -1,732527E-09 1

5891 2,048909E-08 1,299335E-09 -1,729262E-09 1

5892 2,048909E-08 1,299334E-09 -1,725934E-09 1

5893 2,048909E-08 1,299334E-09 -1,722544E-09 1

5894 2,048909E-08 1,299333E-09 -1,719091E-09 1

5895 2,048909E-08 1,299333E-09 -1,715575E-09 1

5896 2,048909E-08 1,299332E-09 -1,711998E-09 1

5897 2,048909E-08 1,299331E-09 -1,708357E-09 1

5898 2,048909E-08 1,299331E-09 -1,704655E-09 1

5899 2,048909E-08 1,29933E-09 -1,700889E-09 1

5900 2,048909E-08 1,29933E-09 -1,697062E-09 1

5901 2,048909E-08 1,299329E-09 -1,693172E-09 1

5902 2,048909E-08 1,299329E-09 -1,689219E-09 1

5903 2,048909E-08 1,299328E-09 -1,685205E-09 1

5904 2,048909E-08 1,299328E-09 -1,681127E-09 1

5905 2,048909E-08 1,299327E-09 -1,676987E-09 1

5906 2,048909E-08 1,299326E-09 -1,672785E-09 1

5907 2,048909E-08 1,299326E-09 -1,668521E-09 1

5908 2,048909E-08 1,299325E-09 -1,664194E-09 1

5909 2,048909E-08 1,299325E-09 -1,659805E-09 1

5910 2,048909E-08 1,299324E-09 -1,655353E-09 1

5911 2,048909E-08 1,299323E-09 -1,650839E-09 1

5912 2,048909E-08 1,299323E-09 -1,646262E-09 1

5913 2,048909E-08 1,299322E-09 -1,641623E-09 1

5914 2,048909E-08 1,299322E-09 -1,636922E-09 1

5915 2,048909E-08 1,299321E-09 -1,632158E-09 1

5916 2,048909E-08 1,299321E-09 -1,627332E-09 1

5917 2,048909E-08 1,29932E-09 -1,622444E-09 1

5918 2,048909E-08 1,29932E-09 -1,617493E-09 1

5919 2,048909E-08 1,299319E-09 -1,61248E-09 1

5920 2,048909E-08 1,299318E-09 -1,607404E-09 1

5921 2,048909E-08 1,299318E-09 -1,602266E-09 1

5922 2,048909E-08 1,299317E-09 -1,597066E-09 1

5923 2,048909E-08 1,299317E-09 -1,591804E-09 1

5924 2,048909E-08 1,299316E-09 -1,586479E-09 1

5925 2,048909E-08 1,299316E-09 -1,581092E-09 1

5926 2,048909E-08 1,299315E-09 -1,575643E-09 1

5927 2,048909E-08 1,299315E-09 -1,570131E-09 1

5928 2,048909E-08 1,299314E-09 -1,564557E-09 1

5929 2,048909E-08 1,299314E-09 -1,55892E-09 1

5930 2,048909E-08 1,299313E-09 -1,553222E-09 1

5931 2,048909E-08 1,299312E-09 -1,547461E-09 1

5932 2,048909E-08 1,299312E-09 -1,541637E-09 1

5933 2,048909E-08 1,299311E-09 -1,535752E-09 1

5934 2,048909E-08 1,299311E-09 -1,529804E-09 1

5935 2,048909E-08 1,29931E-09 -1,523794E-09 1

5936 2,048909E-08 1,29931E-09 -1,517722E-09 1

5937 2,048909E-08 1,299309E-09 -1,511587E-09 1

5938 2,048909E-08 1,299308E-09 -1,50539E-09 1

5939 2,048909E-08 1,299308E-09 -1,499131E-09 1

5940 2,048909E-08 1,299307E-09 -1,49281E-09 1

5941 2,048909E-08 1,299307E-09 -1,486426E-09 1

5942 2,048909E-08 1,299306E-09 -1,47998E-09 1

5943 2,048909E-08 1,299306E-09 -1,473472E-09 1

5944 2,048909E-08 1,299305E-09 -1,466902E-09 1

5945 2,048909E-08 1,299304E-09 -1,460269E-09 1

5946 2,048909E-08 1,299304E-09 -1,453574E-09 1

5947 2,048909E-08 1,299303E-09 -1,446817E-09 1

5948 2,048909E-08 1,299303E-09 -1,439998E-09 1

5949 2,048909E-08 1,299302E-09 -1,433117E-09 1

5950 2,048909E-08 1,299302E-09 -1,426173E-09 1

5951 2,048909E-08 1,299301E-09 -1,419167E-09 1

5952 2,048909E-08 1,299301E-09 -1,412099E-09 1

5953 2,048909E-08 1,2993E-09 -1,404969E-09 1

5954 2,048909E-08 1,2993E-09 -1,397777E-09 1

5955 2,048909E-08 1,299299E-09 -1,390522E-09 1

5956 2,048909E-08 1,299299E-09 -1,383205E-09 1

5957 2,048909E-08 1,299298E-09 -1,375827E-09 1

5958 2,048909E-08 1,299298E-09 -1,368386E-09 1

5959 2,048909E-08 1,299297E-09 -1,360882E-09 1

5960 2,048909E-08 1,299296E-09 -1,353317E-09 1

5961 2,048909E-08 1,299296E-09 -1,345689E-09 1

5962 2,048909E-08 1,299295E-09 -1,338E-09 1

5963 2,048909E-08 1,299295E-09 -1,330248E-09 1

5964 2,048909E-08 1,299294E-09 -1,322434E-09 1

5965 2,048909E-08 1,299294E-09 -1,314558E-09 1

5966 2,048909E-08 1,299293E-09 -1,30662E-09 1

5967 2,048909E-08 1,299293E-09 -1,298619E-09 1

5968 2,048909E-08 1,299292E-09 -1,290557E-09 1

5969 2,048909E-08 1,299291E-09 -1,282433E-09 1

5970 2,048909E-08 1,299291E-09 -1,274246E-09 1

5971 2,048909E-08 1,29929E-09 -1,265997E-09 1

5972 2,048909E-08 1,29929E-09 -1,257686E-09 1

5973 2,048909E-08 1,299289E-09 -1,249313E-09 1

5974 2,048909E-08 1,299289E-09 -1,240878E-09 1

5975 2,048909E-08 1,299288E-09 -1,232381E-09 1

5976 2,048909E-08 1,299288E-09 -1,223822E-09 1

5977 2,048909E-08 1,299287E-09 -1,215201E-09 1

5978 2,048909E-08 1,299286E-09 -1,206518E-09 1

5979 2,048909E-08 1,299286E-09 -1,197772E-09 1

5980 2,048909E-08 1,299285E-09 -1,188965E-09 1

5981 2,048909E-08 1,299285E-09 -1,180209E-09 1

5982 2,048909E-08 1,299285E-09 -1,171489E-09 1

5983 2,048909E-08 1,299285E-09 -1,162797E-09 1

5984 2,048909E-08 1,299286E-09 -1,154133E-09 1

5985 2,048909E-08 1,299286E-09 -1,145494E-09 1

5986 2,048909E-08 1,299286E-09 -1,136882E-09 1

5987 2,048909E-08 1,299286E-09 -1,128295E-09 1

5988 2,048909E-08 1,299287E-09 -1,119734E-09 1

5989 2,048909E-08 1,299287E-09 -1,111199E-09 1

5990 2,048909E-08 1,299287E-09 -1,102689E-09 1

5991 2,048909E-08 1,299288E-09 -1,094206E-09 1

5992 2,048909E-08 1,299288E-09 -1,085748E-09 1

5993 2,048909E-08 1,299288E-09 -1,077316E-09 1

5994 2,048909E-08 1,299288E-09 -1,068909E-09 1

5995 2,048909E-08 1,299289E-09 -1,060528E-09 1

5996 2,048909E-08 1,299289E-09 -1,052173E-09 1

5997 2,048909E-08 1,299289E-09 -1,043844E-09 1

5998 2,048909E-08 1,29929E-09 -1,035541E-09 1

5999 2,048909E-08 1,29929E-09 -1,027263E-09 1

6000 2,048909E-08 1,29929E-09 -1,019011E-09 1

6001 2,048909E-08 1,29929E-09 -1,010785E-09 1

6002 2,048909E-08 1,299291E-09 -1,002584E-09 1

6003 2,048909E-08 1,299291E-09 -9,944091E-10 1

6004 2,048909E-08 1,299291E-09 -9,862601E-10 1

6005 2,048909E-08 1,299292E-09 -9,781367E-10 1

6006 2,048909E-08 1,299292E-09 -9,70039E-10 1

6007 2,048909E-08 1,299292E-09 -9,619671E-10 1

6008 2,048909E-08 1,299293E-09 -9,539209E-10 1

6009 2,048909E-08 1,299293E-09 -9,459004E-10 1

6010 2,048909E-08 1,299293E-09 -9,379056E-10 1

6011 2,048909E-08 1,299293E-09 -9,299365E-10 1

6012 2,048909E-08 1,299294E-09 -9,219931E-10 1

6013 2,048909E-08 1,299294E-09 -9,140754E-10 1

6014 2,048909E-08 1,299294E-09 -9,061835E-10 1

6015 2,048909E-08 1,299295E-09 -8,983173E-10 1

6016 2,048909E-08 1,299295E-09 -8,904767E-10 1

6017 2,048909E-08 1,299295E-09 -8,826619E-10 1

6018 2,048909E-08 1,299295E-09 -8,748728E-10 1

6019 2,048909E-08 1,299296E-09 -8,671094E-10 1

6020 2,048909E-08 1,299296E-09 -8,593716E-10 1

6021 2,048909E-08 1,299296E-09 -8,516596E-10 1

6022 2,048909E-08 1,299296E-09 -8,439732E-10 1

6023 2,048909E-08 1,299297E-09 -8,363125E-10 1

6024 2,048909E-08 1,299297E-09 -8,286776E-10 1

6025 2,048909E-08 1,299297E-09 -8,210683E-10 1

6026 2,048909E-08 1,299298E-09 -8,134847E-10 1

6027 2,048909E-08 1,299298E-09 -8,059267E-10 1

6028 2,048909E-08 1,299298E-09 -7,983945E-10 1

6029 2,048909E-08 1,299298E-09 -7,908879E-10 1

6030 2,048909E-08 1,299299E-09 -7,834071E-10 1

6031 2,048909E-08 1,299299E-09 -7,759518E-10 1

6032 2,048909E-08 1,299299E-09 -7,685222E-10 1

6033 2,048909E-08 1,299299E-09 -7,611183E-10 1

6034 2,048909E-08 1,2993E-09 -7,537402E-10 1

6035 2,048909E-08 1,2993E-09 -7,463876E-10 1

6036 2,048909E-08 1,2993E-09 -7,390607E-10 1

6037 2,048909E-08 1,299301E-09 -7,317595E-10 1

6038 2,048909E-08 1,299301E-09 -7,244839E-10 1

6039 2,048909E-08 1,299301E-09 -7,17234E-10 1

6040 2,048909E-08 1,299302E-09 -7,100097E-10 1

6041 2,048909E-08 1,299302E-09 -7,028111E-10 1

6042 2,048909E-08 1,299302E-09 -6,956382E-10 1

6043 2,048909E-08 1,299302E-09 -6,884909E-10 1

6044 2,048909E-08 1,299303E-09 -6,813692E-10 1

6045 2,048909E-08 1,299303E-09 -6,742732E-10 1

6046 2,048909E-08 1,299303E-09 -6,672028E-10 1

6047 2,048909E-08 1,299304E-09 -6,601581E-10 1

6048 2,048909E-08 1,299304E-09 -6,53139E-10 1

6049 2,048909E-08 1,299304E-09 -6,461456E-10 1

6050 2,048909E-08 1,299305E-09 -6,391778E-10 1

6051 2,048909E-08 1,299305E-09 -6,322356E-10 1

