0 1,060008E-05 1,151933E-08 2,176664E-10 1
18183 -0,05507627 0,3253987 0,005491897 0,9439558

18202 -0,05638061 0,3253973 0,004916402 0,9438824

18221 -0,05702881 0,3251409 -0,005733141 0,9439272

18240 -0,05669379 0,3249166 -0,01314552 0,9439505

18259 -0,05575327 0,3247031 -0,01818512 0,9439963

18278 -0,0544244 0,3244912 -0,02147436 0,9440776

18297 -0,05408365 0,3242313 -0,01370351 0,9443312

18316 -0,05381091 0,3239428 -0,007593202 0,9445147

18335 -0,05357398 0,3236396 -0,002909768 0,9446581

18354 -0,05337042 0,3233126 0,0005888445 0,9447859

18373 -0,05318955 0,3229609 0,003095849 0,9449115

18392 -0,05303724 0,322578 0,00479692 0,9450439

18411 -0,04657481 0,3228017 0,01348225 0,945224

18430 -0,04137025 0,3229716 0,01944921 0,9453041

18449 -0,03720745 0,3231288 0,02342867 0,9453332

18468 -0,03392686 0,3232792 0,02594702 0,9453394

18487 -0,03140811 0,3234277 0,02732411 0,9453368

18506 -0,02952622 0,3235749 0,02793434 0,9453294

18525 -0,02559235 0,323749 0,03083391 0,9452942

18544 -0,02278666 0,3239075 0,03250686 0,9452557

18563 -0,02075537 0,3240289 0,03351722 0,9452255

18582 -0,01881636 0,324072 0,03460902 0,9452121

18601 -0,0170004 0,3240382 0,03568494 0,945218

18620 -0,01529122 0,3239264 0,03677471 0,9452437

18639 -0,01382205 0,3238021 0,04147771 0,9451143

18658 -0,01286976 0,3236458 0,04478625 0,9450303

18677 -0,01195611 0,3234664 0,04138586 0,9452587

18696 -0,011186 0,3232861 0,04027695 0,9453777

18715 -0,01067372 0,3231096 0,04077 0,9454228

18734 -0,0103738 0,3228594 0,04355024 0,9453877

18753 -0,009648586 0,3225396 0,04752331 0,9453131

18772 -0,007570331 0,3222263 0,05251307 0,9451748

18791 -0,008018604 0,3219134 0,05356538 0,9452187

18810 -0,006705696 0,3214918 0,05644976 0,9452046

18829 -0,004010369 0,3210797 0,05949388 0,9451733

18848 0,0002208829 0,3206573 0,06341846 0,9450699

18867 0,004894582 0,3202437 0,06741263 0,944921

18886 0,009727794 0,3200032 0,06992928 0,9447823

18905 0,01494481 0,3199923 0,07091721 0,9446442

18924 0,02008782 0,3201762 0,07035552 0,9445285

18943 0,0238423 0,3206182 0,06847793 0,9444293

18962 0,02578316 0,3213187 0,06574368 0,9443344

18981 0,02572845 0,3221701 0,06302453 0,9442313

19000 0,0228634 0,3231771 0,05857003 0,9442477

19019 0,01753061 0,3242955 0,05307045 0,9443034

19038 0,01062812 0,3255077 0,04703021 0,9443094

19057 0,003253567 0,3265587 0,04014338 0,9443187

19076 -0,003694987 0,3274082 0,03456549 0,9442435

19095 -0,02743851 0,2975871 0,04044511 0,9534429

19114 -0,02075933 0,2846577 0,04767312 0,9572181

19133 -0,01754199 0,2738518 0,04987907 0,9603175

19152 -0,01509998 0,2633286 0,04927567 0,9633287

19171 -0,01349286 0,2527465 0,04702297 0,9662952

19190 -0,01220252 0,242235 0,04395313 0,9691448

19209 -0,01106587 0,2317316 0,04057185 0,9718705

19228 -0,009997646 0,221448 0,03700964 0,9744185

19247 -0,00893687 0,2112646 0,03365596 0,9768086

19266 -0,007871492 0,2012771 0,03066508 0,9790227

19285 -0,006834888 0,1916718 0,02810256 0,981033

19304 -0,005569478 0,1826193 0,02636096 0,9828146

19323 -0,003987337 0,1741198 0,02523836 0,9843931

19342 -0,002592155 0,1658316 0,02415899 0,9858549

19361 -0,001430912 0,1578238 0,02325906 0,9871925

19380 -0,0005199835 0,1502367 0,0225831 0,9883921

19399 0,0001563837 0,1431376 0,02210232 0,9894561

19418 0,000625061 0,1365622 0,02177411 0,9903921

19437 0,0009145406 0,1305371 0,0215589 0,9912087

19456 0,001052794 0,1250958 0,02141721 0,9919131

19475 0,001066999 0,1202712 0,02131274 0,9925117

19494 0,00100012 0,1161402 0,02122747 0,9930055

19513 0,001153719 0,1132589 0,02135994 0,9933354

19532 0,001336701 0,1110943 0,02141601 0,9935783

19551 0,001491478 0,1095481 0,02139143 0,9937503

19570 0,001573954 0,1085848 0,02136908 0,9938564

19589 0,001583081 0,1082602 0,02150491 0,9938889

19608 0,001438477 0,1082508 0,02215624 0,9938758

19627 0,001200255 0,1084178 0,0232534 0,9938328

19646 0,00089418 0,108611 0,02468224 0,9937776

19665 0,0005443511 0,1088139 0,02635792 0,9937126

19684 0,0001694185 0,1090264 0,02818642 0,9936392

19703 -0,0002155292 0,1092455 0,03008934 0,9935594

19722 -0,0005982476 0,1094729 0,03199947 0,9934745

19741 -0,0009682269 0,1097071 0,03386609 0,9933864

19760 -0,001317567 0,1099476 0,03564883 0,9932972

19779 -0,001640787 0,1101937 0,03731688 0,9932081

19798 -0,001933703 0,1104466 0,03885092 0,9931206

19817 -0,002194324 0,1107049 0,04023803 0,9930361

19836 -0,002421871 0,1109687 0,04147229 0,9929553

19855 -0,00261613 0,1112375 0,04255409 0,9928791

19874 -0,002777883 0,1115101 0,0434875 0,9928076

19893 -0,002913006 0,1117531 0,04428983 0,9927444

19912 -0,003023767 0,1119755 0,04498184 0,9926879

19931 -0,003115461 0,1121753 0,04558139 0,9926377

19950 -0,003191309 0,1123574 0,0461021 0,9925928

19969 -0,003253749 0,1125239 0,04655501 0,9925526

19988 -0,003304988 0,1126758 0,04695004 0,9925165

20007 -0,003347101 0,1128158 0,04729555 0,9924841

20026 -0,003381525 0,1129458 0,04759767 0,9924548

20045 -0,003409822 0,1130671 0,04786215 0,9924281

20064 -0,003433079 0,1131802 0,04809415 0,992404

20083 -0,00345263 0,1132869 0,04829754 0,9923819

20102 -0,003469041 0,1133862 0,04847669 0,9923617

20121 -0,003482769 0,1134804 0,0486341 0,9923431

20140 -0,003494986 0,1135709 0,04877273 0,9923261

20159 -0,003506008 0,1136579 0,04889532 0,9923099

20178 -0,003516258 0,1137412 0,04900324 0,9922951

20197 -0,003525578 0,11382 0,04909888 0,9922813

20216 -0,00353462 0,1138974 0,04918332 0,9922681

20235 -0,003543247 0,1139722 0,04925823 0,9922559

20254 -0,003551693 0,1140448 0,04932429 0,9922442

20273 -0,003560275 0,1141157 0,04938322 0,992233

20292 -0,003568616 0,1141849 0,04943581 0,9922225

20311 -0,003577512 0,1142516 0,04948366 0,9922124

20330 -0,00358631 0,1143177 0,0495261 0,9922026

20349 -0,003595196 0,1143829 0,04956426 0,9921932

20368 -0,003603792 0,114447 0,04959812 0,992184

20387 -0,003612414 0,1145101 0,04962895 0,9921752

20406 -0,003620817 0,1145725 0,04965683 0,9921666

20425 -0,003629504 0,1146343 0,04968239 0,9921581

20444 -0,00362669 0,1146725 0,0497081 0,9921523

20463 -0,003615109 0,1147013 0,04971266 0,9921489

20482 -0,003596851 0,1147242 0,04969949 0,9921469

20501 -0,003574352 0,1147428 0,04967375 0,9921463

20520 -0,003545981 0,1147585 0,04963239 0,9921466

20539 -0,003518891 0,1147708 0,0495844 0,9921477

20558 -0,003495132 0,1147741 0,04958189 0,9921475

20577 -0,003471904 0,1147741 0,04957864 0,9921477

20596 -0,003447877 0,1147741 0,0495746 0,9921479

20615 -0,003424668 0,114773 0,04957178 0,9921484

20634 -0,003401581 0,1147729 0,04956831 0,9921486

20653 -0,003378247 0,1147729 0,04956409 0,9921489

20672 -0,003356432 0,1147728 0,04956045 0,9921492

20691 -0,003334567 0,114773 0,04955643 0,9921494

20710 -0,00331471 0,1147731 0,04955339 0,9921496

20729 -0,003294971 0,1147735 0,04955029 0,9921498

20748 -0,00327735 0,114773 0,04954904 0,9921499

20767 -0,00325963 0,1147736 0,04954759 0,99215

20786 -0,00324256 0,1147745 0,04954588 0,9921501

20805 -0,003226106 0,1147754 0,0495442 0,9921501

20824 -0,003210852 0,1147755 0,04954378 0,9921501

20843 -0,003197312 0,1147764 0,04954376 0,9921501

20862 -0,003183631 0,1147775 0,04954389 0,99215

20881 -0,003169698 0,1147781 0,04954448 0,99215

20900 -0,003155848 0,1147796 0,04954414 0,9921498

20919 -0,003142614 0,1147801 0,04954465 0,9921498

20938 -0,003129711 0,1147809 0,04954545 0,9921497

20957 -0,003117522 0,1147816 0,04954653 0,9921495

20976 -0,003106188 0,1147825 0,04954825 0,9921495

20995 -0,003095225 0,1147843 0,04954931 0,9921492

21014 -0,003085434 0,1147852 0,04955113 0,9921491

21033 -0,003074768 0,1147863 0,04955288 0,9921488

21052 -0,003065457 0,1147874 0,049555 0,9921486

21071 -0,003056603 0,1147894 0,04955663 0,9921484

21090 -0,003048695 0,1147905 0,049559 0,9921482

21109 -0,003040306 0,1147919 0,04956158 0,9921479

21128 -0,003033116 0,1147932 0,04956446 0,9921477

21147 -0,003025586 0,1147949 0,04956703 0,9921473

21166 -0,003019407 0,1147963 0,04957019 0,992147

21185 -0,003012881 0,114798 0,04957313 0,9921467

21204 -0,003007683 0,1147994 0,04957652 0,9921464

21223 -0,003001844 0,1148012 0,04957948 0,9921461

21242 -0,002997315 0,1148027 0,04958293 0,9921457

21261 -0,002992526 0,1148045 0,0495863 0,9921454

21280 -0,002986672 0,1148063 0,04958921 0,9921451

21299 -0,002982043 0,114808 0,04959201 0,9921447

21318 -0,002976828 0,1148097 0,04959479 0,9921444

21337 -0,002972806 0,1148112 0,049598 0,9921441

21356 -0,002968118 0,1148129 0,04960059 0,9921437

21375 -0,0029636 0,1148146 0,04960302 0,9921434

21394 -0,002960381 0,1148162 0,04960594 0,992143

21413 -0,002956858 0,114818 0,04960891 0,9921428

21432 -0,002953447 0,1148197 0,04961168 0,9921424

21451 -0,00295039 0,1148215 0,04961443 0,9921421

21470 -0,002948329 0,1148232 0,04961754 0,9921418

21489 -0,002945838 0,114825 0,04962059 0,9921414

21508 -0,00294349 0,114827 0,04962325 0,9921411

21527 -0,002941506 0,1148288 0,04962604 0,9921407

21546 -0,002938655 0,1148308 0,04962846 0,9921404

21565 -0,002936962 0,1148323 0,04963128 0,99214

21584 -0,002934487 0,1148342 0,04963345 0,9921397

21603 -0,002931849 0,114836 0,04963544 0,9921394

21622 -0,002929374 0,1148377 0,04963728 0,9921391

21641 -0,002927047 0,1148394 0,04963921 0,9921388

21660 -0,002925053 0,1148413 0,04964101 0,9921386

21679 -0,002924177 0,1148429 0,04964339 0,9921382

21698 -0,002923152 0,1148446 0,04964588 0,9921379

21717 -0,002922109 0,1148464 0,0496485 0,9921377

21736 -0,002921002 0,1148482 0,04965074 0,9921373

21755 -0,002920085 0,1148499 0,04965303 0,992137

21774 -0,002919453 0,1148518 0,04965517 0,9921367

21793 -0,002917844 0,1148537 0,04965682 0,9921364

21812 -0,002916168 0,1148555 0,0496582 0,9921361

21831 -0,002914375 0,1148572 0,04965937 0,9921358

21850 -0,002913815 0,1148586 0,04966136 0,9921355

21869 -0,002912909 0,1148604 0,04966317 0,9921353

21888 -0,002911909 0,1148622 0,04966484 0,992135

21907 -0,00291357 0,1148651 0,04967432 0,9921342

21926 -0,002907425 0,1148644 0,04966074 0,9921349

21945 -0,002909147 0,11487 0,04966671 0,992134

21964 -0,002912468 0,1148768 0,04967669 0,9921327

21983 -0,002917246 0,1148841 0,04968834 0,9921313

22002 -0,00292183 0,1148909 0,04970171 0,9921298

22021 -0,002925196 0,1148987 0,04971325 0,9921283

22040 -0,002928904 0,1149054 0,04972591 0,9921269

22059 -0,002932393 0,1149129 0,04973743 0,9921254

22078 -0,00293685 0,1149194 0,04975042 0,992124

22097 -0,002941399 0,1149266 0,04976236 0,9921225

22116 -0,002946533 0,1149337 0,04977387 0,9921211

22135 -0,002949912 0,1149402 0,04978535 0,9921198

22154 -0,002953001 0,1149466 0,04979641 0,9921185

22173 -0,002956283 0,1149528 0,04980765 0,9921172

22192 -0,002959915 0,114959 0,04981896 0,9921159

22211 -0,002963864 0,1149651 0,04983038 0,9921146

22230 -0,002967966 0,1149711 0,04984176 0,9921134

22249 -0,002970989 0,1149773 0,04985191 0,992112

22268 -0,002974446 0,1149831 0,04986208 0,9921108

22287 -0,002977729 0,1149896 0,04987076 0,9921097

22306 -0,002981551 0,1149953 0,04987973 0,9921085

22325 -0,002985619 0,1150016 0,04988775 0,9921075

22344 -0,002988997 0,1150072 0,04989623 0,9921064

22363 -0,002992227 0,1150133 0,04990358 0,9921053

22382 -0,002994591 0,1150187 0,04991084 0,9921043

22401 -0,002996727 0,1150247 0,04991676 0,9921033

22420 -0,002999102 0,1150298 0,04992381 0,9921023

22439 -0,00300149 0,1150356 0,04992992 0,9921013

22458 -0,003004045 0,1150413 0,04993582 0,9921004

22477 -0,003007113 0,1150471 0,04994141 0,9920994

22496 -0,003009601 0,1150527 0,0499463 0,9920986

22515 -0,003011913 0,1150582 0,04995085 0,9920976

22534 -0,003013457 0,1150638 0,04995484 0,9920968

22553 -0,003015177 0,1150685 0,04996044 0,9920959

22572 -0,003017056 0,1150733 0,0499664 0,9920951

22591 -0,003018923 0,1150787 0,04997122 0,9920942

22610 -0,00302105 0,115084 0,04997578 0,9920933

22629 -0,003022328 0,1150893 0,04997933 0,9920925

22648 -0,003023935 0,1150938 0,04998426 0,9920918

22667 -0,003025666 0,1150984 0,04998969 0,9920909

22686 -0,003027102 0,1151037 0,0499938 0,9920901

22705 -0,00302927 0,1151081 0,04999926 0,9920893

22724 -0,003030492 0,1151133 0,05000313 0,9920885

22743 -0,003032248 0,1151176 0,05000824 0,9920878

22762 -0,003033605 0,1151226 0,05001204 0,992087

22781 -0,003035548 0,1151268 0,05001722 0,9920862

22800 -0,00303626 0,115132 0,05002002 0,9920855

22819 -0,003037241 0,1151363 0,05002374 0,9920849

22838 -0,003038065 0,1151406 0,05002772 0,9920841

22857 -0,003038844 0,1151456 0,05003038 0,9920834

22876 -0,003043741 0,1151507 0,0500413 0,9920822

22895 -0,003049572 0,1151572 0,05005309 0,9920809

22914 -0,00305641 0,1151637 0,05006541 0,9920795

22933 -0,003062515 0,1151705 0,05007701 0,9920781

22952 -0,003069249 0,115177 0,05008875 0,9920767

22971 -0,003076236 0,1151835 0,05010075 0,9920753

22990 -0,003082281 0,1151901 0,05011163 0,992074

23009 -0,003088296 0,1151964 0,05012208 0,9920727

23028 -0,003094367 0,1152026 0,05013267 0,9920714

23047 -0,003099692 0,1152088 0,05014247 0,9920701

23066 -0,003105003 0,1152148 0,05015204 0,992069

23085 -0,003110141 0,1152208 0,05016144 0,9920678

23104 -0,00311556 0,1152266 0,05017134 0,9920666

23123 -0,003119988 0,1152326 0,05018003 0,9920655

23142 -0,003124111 0,1152384 0,05018828 0,9920644

23161 -0,003128187 0,1152446 0,05019495 0,9920633

23180 -0,003133095 0,1152493 0,05020434 0,9920623

23199 -0,003136935 0,1152549 0,05021233 0,9920612

23218 -0,003141145 0,1152597 0,05022153 0,9920602

23237 -0,003144753 0,1152652 0,05022952 0,9920591

23256 -0,003148942 0,1152705 0,05023745 0,992058

23275 -0,003153864 0,115275 0,05024706 0,992057

23294 -0,003157714 0,1152804 0,05025462 0,992056

23313 -0,003161652 0,1152849 0,05026321 0,9920551

23332 -0,003165126 0,1152902 0,05027037 0,992054

23351 -0,003169104 0,1152951 0,05027736 0,9920531

23370 -0,003172257 0,1152995 0,05028485 0,9920523

23389 -0,003174973 0,1153045 0,05029083 0,9920514

23408 -0,003177723 0,1153093 0,05029646 0,9920505

23427 -0,003181046 0,1153133 0,05030381 0,9920496

23446 -0,003184505 0,115318 0,05031023 0,9920487

23465 -0,003188168 0,1153227 0,05031653 0,9920479

23484 -0,003192368 0,1153266 0,05032425 0,992047

23503 -0,003194865 0,1153321 0,05032811 0,9920462

23522 -0,003197589 0,1153365 0,05033254 0,9920455

23541 -0,003200839 0,1153401 0,05033889 0,9920447

23560 -0,003203969 0,1153446 0,05034438 0,9920439

23579 -0,003207694 0,1153483 0,05035139 0,9920431

23598 -0,003209975 0,1153528 0,0503561 0,9920423

23617 -0,003212555 0,1153564 0,05036179 0,9920416

23636 -0,003215022 0,1153607 0,05036658 0,9920408

23655 -0,003217807 0,1153642 0,05037259 0,9920402

23674 -0,003220447 0,1153685 0,0503774 0,9920394

23693 -0,003223328 0,1153726 0,05038181 0,9920387

23712 -0,003226738 0,1153759 0,05038783 0,992038

23731 -0,003227785 0,1153801 0,05039119 0,9920373

23750 -0,003228497 0,115384 0,05039391 0,9920367

23769 -0,003229138 0,1153872 0,05039794 0,9920361

23788 -0,003229546 0,115391 0,05040101 0,9920355

23807 -0,003230271 0,1153947 0,05040387 0,9920349

23826 -0,003231366 0,1153984 0,05040652 0,9920343

23845 -0,003232976 0,1154015 0,05041079 0,9920337

23864 -0,003234453 0,1154054 0,05041399 0,9920331

23883 -0,003236209 0,1154091 0,05041688 0,9920325

23902 -0,003238339 0,1154128 0,05041982 0,9920319

23921 -0,00324088 0,1154164 0,05042301 0,9920314

23940 -0,003242144 0,1154201 0,05042548 0,9920309

23959 -0,003243336 0,1154236 0,05042768 0,9920303

23978 -0,003244543 0,1154271 0,05043002 0,9920298

23997 -0,003245903 0,1154305 0,05043255 0,9920292

24016 -0,003247415 0,1154339 0,05043522 0,9920287

24035 -0,003249128 0,1154373 0,05043805 0,9920282

24054 -0,003249703 0,1154409 0,05043978 0,9920276

24073 -0,003250195 0,1154443 0,05044143 0,9920272

24092 -0,00325063 0,1154477 0,05044283 0,9920267

24111 -0,003251246 0,1154512 0,05044411 0,9920262

24130 -0,003252171 0,1154545 0,05044556 0,9920257

24149 -0,003253328 0,1154579 0,05044724 0,9920253

24168 -0,003254757 0,1154613 0,05044895 0,9920248

24187 -0,003256301 0,1154653 0,05044936 0,9920243

24206 -0,003257683 0,1154678 0,0504523 0,9920238

24225 -0,003258756 0,1154711 0,05045454 0,9920233

24244 -0,003259658 0,1154744 0,0504565 0,9920228

24263 -0,003260679 0,1154777 0,05045832 0,9920223

24282 -0,003261807 0,1154809 0,05046037 0,9920219

24301 -0,003262904 0,1154849 0,05046061 0,9920214

24320 -0,003263706 0,1154873 0,05046289 0,9920211

24339 -0,003263815 0,1154906 0,05046427 0,9920207

24358 -0,003264014 0,1154938 0,05046544 0,9920202

24377 -0,003264335 0,1154969 0,05046677 0,9920197

24396 -0,00326501 0,1155 0,05046831 0,9920193

24415 -0,003265797 0,1155031 0,05046986 0,9920189

24434 -0,003266466 0,1155068 0,05046996 0,9920185

24453 -0,003268162 0,115509 0,05047302 0,992018

24472 -0,003269563 0,1155122 0,05047512 0,9920176

24491 -0,003269489 0,1155163 0,0504742 0,992017

24510 -0,003270318 0,1155186 0,05047593 0,9920168

24529 -0,003270671 0,1155219 0,05047683 0,9920163

24548 -0,00327132 0,115525 0,05047778 0,9920158

24567 -0,003272223 0,1155281 0,05047878 0,9920154

24586 -0,003273316 0,1155312 0,05047986 0,992015

24605 -0,003274532 0,1155344 0,05048106 0,9920146

24624 -0,003274558 0,1155381 0,05048009 0,9920142

24643 -0,003275224 0,1155403 0,05048196 0,9920139

24662 -0,003275444 0,1155433 0,05048309 0,9920134

24681 -0,003275423 0,1155467 0,05048748 0,9920129

24700 -0,003274636 0,1155505 0,05049414 0,992012

24719 -0,003275049 0,1155542 0,05049197 0,9920118

24738 -0,003278211 0,1155571 0,05049232 0,9920113

24757 -0,00328213 0,1155591 0,05049289 0,9920111

24776 -0,003286171 0,1155613 0,05049333 0,9920108

24795 -0,003290634 0,1155632 0,05049435 0,9920106

24814 -0,003293366 0,115566 0,05049232 0,9920102

24833 -0,003296091 0,1155685 0,05048989 0,9920102

24852 -0,003298792 0,1155702 0,05048897 0,99201

24871 -0,003301459 0,115572 0,05048874 0,9920098

24890 -0,003303035 0,1155741 0,05048796 0,9920095

24909 -0,003304256 0,115576 0,05048731 0,9920093

24928 -0,003305703 0,1155779 0,0504871 0,9920091

24947 -0,003307561 0,1155791 0,05048876 0,9920089

24966 -0,003308507 0,1155819 0,05048721 0,9920086

24985 -0,003310083 0,1155837 0,05048685 0,9920085

25004 -0,003311723 0,1155855 0,05048676 0,9920083

25023 -0,003313345 0,1155874 0,05048691 0,992008

25042 -0,0033152 0,1155893 0,05048728 0,9920078

25061 -0,003317147 0,1155912 0,05048789 0,9920074

25080 -0,003317972 0,1155932 0,05048751 0,9920073

25099 -0,003318551 0,1155952 0,0504872 0,9920071

25118 -0,003319396 0,1155964 0,05048862 0,9920068

25137 -0,003319241 0,1155991 0,05048689 0,9920066

25156 -0,003319809 0,1156008 0,05048631 0,9920064

25175 -0,003320476 0,1156027 0,05048626 0,9920063

25194 -0,003321158 0,1156045 0,05048629 0,9920061

25213 -0,003322091 0,1156064 0,05048649 0,9920058

25232 -0,003323194 0,1156082 0,0504869 0,9920056

25251 -0,003324516 0,1156101 0,05048738 0,9920052

25270 -0,003326403 0,1156113 0,05048998 0,9920051

25289 -0,003327311 0,115614 0,05048922 0,9920048

25308 -0,003328545 0,1156158 0,0504892 0,9920045

25327 -0,003329809 0,1156177 0,05048969 0,9920043

25346 -0,003331216 0,1156195 0,05049036 0,992004

25365 -0,003331553 0,1156215 0,05048994 0,9920038

25384 -0,003331662 0,1156233 0,05048966 0,9920036

25403 -0,003331586 0,1156252 0,0504895 0,9920033

25422 -0,003331845 0,115627 0,05048955 0,9920033

25441 -0,003331857 0,1156288 0,05048955 0,992003

25460 -0,003332684 0,1156299 0,05049153 0,9920028

25479 -0,003332673 0,1156326 0,05049037 0,9920025

25498 -0,00333297 0,1156343 0,05049003 0,9920024

25517 -0,003333647 0,1156361 0,05049045 0,9920021

25536 -0,003334269 0,1156379 0,05049088 0,9920019

25555 -0,003335094 0,1156397 0,05049131 0,9920017

25574 -0,003336129 0,1156415 0,0504918 0,9920014

25593 -0,003337315 0,1156433 0,05049258 0,9920012

25612 -0,003338687 0,1156452 0,05049302 0,9920008

25631 -0,003340371 0,1156469 0,05049399 0,9920006

25650 -0,003342121 0,1156487 0,05049527 0,9920003

25669 -0,00334372 0,1156512 0,05049479 0,9920001

25688 -0,003343523 0,1156481 0,05048179 0,9920011

25707 -0,003342121 0,1156438 0,05046501 0,9920025

25726 -0,003340306 0,1156385 0,05044822 0,9920039

25745 -0,003338222 0,1156333 0,0504314 0,9920053

25764 -0,003335971 0,115628 0,05041511 0,9920068

25783 -0,003332799 0,1156235 0,05039719 0,9920083

25802 -0,00333024 0,115619 0,0503795 0,9920098

25821 -0,003327778 0,1156139 0,05036353 0,9920111

25840 -0,003324986 0,1156097 0,05034666 0,9920124

25859 -0,003321986 0,1156055 0,05032968 0,9920138

25878 -0,003319189 0,1156008 0,0503145 0,9920152

25897 -0,003315703 0,1155968 0,05029884 0,9920164

25916 -0,00331342 0,1155922 0,05028534 0,9920177

25935 -0,00331076 0,1155885 0,050271 0,9920189

25954 -0,003307876 0,115585 0,0502565 0,99202

25973 -0,003304686 0,115582 0,05024038 0,9920212

25992 -0,003301727 0,1155778 0,05022715 0,9920223

26011 -0,003299682 0,1155745 0,05021432 0,9920233

26030 -0,003297939 0,1155713 0,05020161 0,9920245

26049 -0,003295932 0,1155683 0,05018893 0,9920254

26068 -0,003293928 0,1155653 0,0501765 0,9920264

26087 -0,003291493 0,1155624 0,05016402 0,9920273

26106 -0,003290043 0,1155595 0,05015285 0,9920284

26125 -0,003288633 0,1155567 0,05014205 0,9920291

26144 -0,003287555 0,1155541 0,05013172 0,99203

26163 -0,003286278 0,1155516 0,05012162 0,9920308

26182 -0,003284959 0,1155491 0,0501117 0,9920315

26201 -0,003283729 0,1155467 0,05010218 0,9920323

26220 -0,003282578 0,1155438 0,05009458 0,992033

26239 -0,003281042 0,1155417 0,05008601 0,9920338

26258 -0,003280631 0,1155388 0,05007964 0,9920344

26277 -0,003278458 0,1155377 0,05006981 0,9920351

26296 -0,003278508 0,1155353 0,05006218 0,9920357

26315 -0,00327666 0,1155334 0,05005405 0,9920363

26334 -0,003277209 0,1155305 0,05004918 0,9920369

26353 -0,003276187 0,1155296 0,05004122 0,9920374

26372 -0,003275278 0,1155276 0,05003386 0,992038

26391 -0,003274332 0,1155252 0,05002835 0,9920385

26410 -0,003272959 0,1155236 0,05002191 0,9920391

26429 -0,003272577 0,1155218 0,05001623 0,9920397

26448 -0,003272445 0,1155201 0,05001082 0,99204

26467 -0,00327116 0,1155187 0,05000454 0,9920406

26486 -0,003271601 0,115517 0,04999947 0,992041

26505 -0,003271403 0,1155163 0,04999254 0,9920415

26524 -0,003271076 0,1155148 0,04998638 0,9920419

26543 -0,0032713 0,1155126 0,04998302 0,9920424

26562 -0,003270775 0,1155114 0,04997867 0,9920428

26581 -0,003269751 0,1155107 0,04997223 0,9920432

26600 -0,003268976 0,1155092 0,04996698 0,9920436

26619 -0,003267876 0,1155078 0,04996211 0,992044

26638 -0,003266332 0,1155072 0,04995557 0,9920444

26657 -0,003265089 0,1155058 0,04995033 0,9920449

26676 -0,003263685 0,1155045 0,04994544 0,9920453

26695 -0,003262902 0,1155038 0,04994006 0,9920456

26714 -0,003262935 0,1155024 0,04993641 0,9920459

26733 -0,003262046 0,1155014 0,0499324 0,9920462

26752 -0,003262864 0,1155008 0,04992832 0,9920465

26771 -0,003262234 0,1154998 0,0499244 0,9920468

26790 -0,003262452 0,1154988 0,04992119 0,9920471

26809 -0,003262425 0,1154979 0,04991802 0,9920474

26828 -0,003262165 0,1154977 0,04991339 0,9920477

26847 -0,003262268 0,1154967 0,04991012 0,9920478

26866 -0,003262502 0,1154958 0,04990729 0,9920481

26885 -0,003262413 0,1154949 0,04990488 0,9920484

26904 -0,003261935 0,1154947 0,04990094 0,9920486

26923 -0,003261542 0,1154944 0,04989683 0,9920488

26942 -0,003261252 0,115494 0,0498926 0,992049

26961 -0,003260789 0,1154936 0,04988822 0,9920493

26980 -0,003260595 0,115492 0,04988705 0,9920496

26999 -0,003260186 0,1154913 0,04988542 0,9920498

27018 -0,003259582 0,1154912 0,04988227 0,9920499

27037 -0,003258887 0,115491 0,04987856 0,9920502

27056 -0,003258274 0,1154901 0,04987594 0,9920504

27075 -0,00325723 0,11549 0,04987229 0,9920506

27094 -0,003256428 0,1154898 0,04986855 0,9920508

27113 -0,003255779 0,115489 0,04986621 0,9920511

27132 -0,003254737 0,115489 0,04986288 0,9920512

27151 -0,00325363 0,1154889 0,04985916 0,9920514

27170 -0,00325263 0,1154881 0,04985679 0,9920517

27189 -0,003252832 0,115488 0,04985419 0,9920518

27208 -0,003253476 0,1154873 0,0498535 0,9920519

27227 -0,003252983 0,1154875 0,04985088 0,992052

27246 -0,003252144 0,1154876 0,04984761 0,9920522

27265 -0,003251104 0,1154869 0,04984558 0,9920524

27284 -0,003251053 0,115487 0,04984299 0,9920525

27303 -0,003251575 0,1154864 0,04984213 0,9920525

27322 -0,003251382 0,1154866 0,04983985 0,9920526

27341 -0,00325088 0,1154861 0,04983863 0,9920527

27360 -0,003251276 0,1154861 0,04983714 0,9920528

27379 -0,003250807 0,1154857 0,04983615 0,9920529

