0 0 0 0 1

20 6,559282E-05 2,435056E-07 3,962363E-09 1
26400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

27980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

28980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

29980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

30980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

31980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

32980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

33980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

34000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

34020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

34040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

34060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

34080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

34100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

